ID,SPREAD,H,MAT,SAG,BIL,COL,MAS,DUN,REC,LV
1446,-32,-1,-29,-38,-29,-31,-26,-25,-22.22222,-8.5
1447,-4,-1,-12,-11,-18,-5,-8,-21,0,-9.5
1448,-23,-1,-77,-73,-52,-73,-79,-46,-66.66667,-31.5
1449,8,-1,13,16,-16,29,7,-2,8.33333,1.5
1450,-29,-1,24,23,15,14,19,31,-15.55556,2
1451,17,-1,40,31,40,45,43,41,36.66667,10.5
1452,-3,-1,-40,-30,-23,-35,-37,-20,-11.11111,-13
1453,22,-1,39,34,25,25,28,20,23.63636,3.5
1454,-3,-1,-9,-10,-5,-4,-11,-9,-11.11111,-8.5
1455,17,-1,73,77,62,76,72,65,56.66667,28
1456,11,-1,19,30,11,30,30,9,41.66667,6
1457,-39,-1,-37,-45,-47,-29,-40,-40,-33.33333,-28
1458,-1,-1,53,48,31,38,46,33,33.33333,10
1459,-29,-1,-43,-36,-43,-50,-47,-35,-44.44444,-16.5
1460,-56,-1,-72,-63,-58,-88,-78,-65,-88.88889,-34.5
1461,-24,-1,-66,-72,-71,-45,-60,-70,-22.22222,-37
1462,-4,-1,5,2,9,29,12,5,14.44444,5
1463,18,-1,7,10,29,3,1,33,0,3
1464,17,-1,-22,-22,-21,-32,-35,-21,-22.22222,-9
1465,-42,-1,-57,-52,-49,-54,-52,-53,-33.33333,-18.5
1466,35,-1,79,70,75,65,62,67,49.20635,23.5
1467,-1,-1,11,8,4,26,8,13,11.11111,-3
1468,-3,-1,-7,-4,-15,-11,-14,-11,-12.22222,-6
1469,-10,-1,-4,-6,-11,-7,-4,-6,-20,-11
1470,-22,-1,-40,-33,-25,-44,-43,-34,-44.44444,-16
1471,-4,-1,-20,-25,-15,-27,-28,-33,-33.33333,-16
1472,-17,-1,-44,-48,-32,-32,-30,-29,-27.77778,-10
1473,-1,-1,14,11,-11,13,6,-18,2.22222,-7.5
1474,-16,-1,-15,-20,-12,-11,-20,-9,-11.11111,-17
1475,-31,-1,-81,-68,-57,-69,-77,-73,-55,-24
1476,30,-1,65,66,72,77,63,69,50,20.5
1477,31,-1,74,67,62,67,66,74,55.55556,25.5
1478,12,-1,-1,-9,-15,2,-11,-8,11.11111,-4
1479,1,-1,20,23,27,9,15,12,4.44444,2.5
1480,28,-1,20,29,16,31,26,20,15.55556,5
1481,-19,-1,-90,-91,-68,-92,-81,-83,-77.77778,-32
1482,-7,-1,17,17,14,22,24,17,11.11111,2.5
1483,10,-1,23,16,14,30,24,21,11.11111,5.5
1484,14,-1,56,56,61,72,60,56,75,16
1485,12,-1,27,24,25,32,22,18,44.44444,6.5
1486,34,-1,49,43,32,45,45,37,36.66667,11
1487,-38,-1,-61,-72,-39,-57,-49,-44,-44.44444,-22
1488,-2,-1,2,-6,2,13,-13,11,25,-4.5
1489,-10,-1,13,13,-9,30,20,-7,22.22222,-7
1490,14,-1,38,36,54,16,17,46,6.94444,20.5
1491,-17,-1,20,25,25,12,8,16,22.22222,-3
1492,-28,-1,-67,-63,-71,-70,-63,-63,-52.77778,-23
1493,-1,-1,28,24,19,36,23,8,22.22222,3
1494,-12,-1,-23,-23,-25,-37,-30,-32,-37.77778,-10
1495,-14,-1,-17,-11,-7,-23,-14,4,-30,-4
1496,-10,-1,-18,-12,-5,-31,-17,-11,-40,-8
1497,-14,-1,-14,-16,-22,-20,-17,-29,-20,-14
1498,-25,-1,-28,-23,-36,-28,-22,-13,-26.66667,-13.5
1499,11,-1,28,32,15,31,34,33,20,9.5
1500,2,-1,4,10,14,9,4,12,2.72727,-2
1501,44,-1,-5,-2,3,-3,3,2,-26.36364,4
1502,3,-1,19,10,2,26,15,-4,30,-2
1503,-11,-1,-5,1,1,-2,1,-2,-0.90909,-2.5
1504,-28,-1,-51,-52,-56,-70,-65,-52,-70,-16
1505,1,-1,16,15,12,22,17,14,10,2.5
1506,-32,-1,-42,-44,-40,-42,-47,-61,-20,-20.5
1507,-45,-1,-30,-35,-40,-33,-37,-49,-23.63636,-16.5
1508,-42,-1,-10,-13,-13,-18,-9,-21,-10,-7
1509,-3,-1,15,8,22,20,23,27,20,2.5
1510,6,-1,12,14,13,17,15,14,30,13
1511,-38,-1,-24,-17,-20,-24,-21,-17,-30,-11
1512,-3,-1,-22,-14,-22,-39,-24,-8,-44.44444,-3
1513,6,-1,59,56,52,67,62,64,50,15.5
1514,-15,-1,-11,-12,-2,-7,1,5,-10,-10
1515,-7,-1,-29,-34,-23,-29,-27,-32,-11.11111,-12
1516,-32,-1,-56,-55,-54,-71,-60,-47,-52.72727,-21.5
1517,-8,-1,-5,-4,4,4,-8,7,10,-2.5
1518,22,-1,11,17,24,15,28,40,4.44444,6.5
1519,14,-1,52,43,34,56,52,24,36.66667,10
1520,26,-1,22,29,31,21,22,18,18.18182,16.5
1521,10,-1,29,23,29,41,31,24,40,23.5
1522,-3,-1,37,36,23,43,42,32,40,9.5
1523,-21,-1,-2,-5,-8,-5,-3,-3,-12.22222,-1.5
1524,-6,-1,-44,-44,-43,-42,-35,-42,-40,-21.5
1525,-40,-1,-50,-52,-49,-32,-25,-53,-27.77778,-28.5
1526,-3,-1,-19,-20,-21,-1,-13,-26,-3.63636,-14
1527,-9,-1,-8,-6,-11,9,9,-10,-10,-5.5
1528,-17,-1,-10,-11,-12,-16,-13,-1,-30,-6
1529,13,-1,20,25,19,10,16,17,3.0303,4
1530,27,-1,37,35,28,26,32,18,0,10
1531,7,-1,-29,-32,-16,-36,-23,-11,-30,-7
1532,31,-1,82,77,64,69,67,67,46.66667,27.5
1533,23,-1,46,45,28,53,44,33,50,7
1534,-3,-1,25,24,38,30,28,37,30,8
1535,-5,-1,-41,-36,-28,-45,-45,-42,-30,-13.5
1536,-3,-1,46,37,31,68,56,33,50,12
1537,-28,-1,-49,-49,-24,-51,-55,-47,-47.77778,-17.5
1538,7,-1,34,41,46,32,35,37,20,9.5
1539,-35,-1,50,37,46,71,65,49,50,10.5
1540,-33,-1,-35,-39,-26,-48,-41,-13,-45.45455,-12.5
1541,22,-1,13,20,25,10,16,28,10,6
1542,-8,-1,-35,-36,-33,-38,-30,-25,-40.90909,-11.5
1543,-2,-1,-20,-25,-24,-18,-27,-34,-2.72727,-19.5
1544,-27,-1,-23,-23,-25,-38,-29,-17,-40,-6.5
1545,-2,-1,12,8,19,16,14,20,20.90909,2
1546,38,-1,64,56,71,71,62,41,50,15.5
1547,2,-1,-1,-3,-1,-8,-10,13,0,-3
1548,-53,-1,-7,-5,3,-3,-2,5,7.77778,-3.5
1549,31,-1,95,89,102,98,96,99,72.72727,38.5
1550,-23,-1,-22,-19,-1,-18,-6,12,-15.45455,-6.5
1551,3,-1,-31,-22,-4,-24,-16,-4,-20,-2.5
1552,-10,-1,-2,-3,-1,11,5,-11,26.36364,-8.5
1553,41,-1,88,93,65,83,79,75,80,28.5
1554,4,-1,7,-3,8,11,17,3,0,-2.5
1555,-6,-1,-15,-11,-27,-20,-12,-30,-27.27273,-12
1556,7,-1,22,22,19,23,20,22,15.90909,4
1557,4,-1,15,18,15,1,6,19,-10,6
1558,-3,-1,6,7,13,3,3,18,16.66667,17.5
1559,-10,-1,-27,-24,-8,-29,-21,-14,-27.27273,-14.5
1560,-4,-1,34,32,27,36,41,40,30,9.5
1561,7,0,2,1,14,1,23,16,-9.09091,7
1562,-19,0,1,13,13,-19,-8,13,-28.0303,3.5
1563,20,0,9,13,8,19,10,8,37.12121,3.5
1564,8,0,-19,-20,-14,-18,-22,-11,-9.09091,-5.5
1565,3,0,10,14,9,3,10,32,-9.09091,3.5
1566,-31,0,-4,-9,-2,3,8,-8,-9.09091,-5
1567,-3,0,19,22,9,20,24,9,25,13
1568,-23,0,-12,-17,-18,-7,-6,-8,-9.09091,-7
1569,3,0,1,-2,9,6,8,-3,16.66667,-3
1570,-7,0,37,46,43,18,37,39,-9.09091,17
1571,-14,0,-29,-32,-19,-34,-30,-29,-30.76923,-6.5
1572,2,0,-10,-13,-9,-11,-10,-8,-9.09091,-2.5
1573,17,0,-24,-25,-5,-15,-16,-19,-9.09091,-9.5
1574,-9,0,47,39,43,34,46,49,12.12121,16
1575,-14,0,11,13,-3,2,5,5,6.81818,-3
1576,7,0,1,4,11,-5,12,18,0,3
1577,-12,0,-14,-13,-3,-12,-5,-15,-9.09091,-7
1578,-27,0,-22,-16,3,-20,-11,5,-6.06061,-6.5
1579,10,0,1,-1,5,-2,-4,5,6.29371,12.5
1580,7,0,-6,-6,-5,-5,-9,-5,0,-9
1581,21,0,5,8,14,12,15,2,9.09091,7
1582,-7,0,1,-1,-1,-1,1,1,-8.33333,5.5
